species,Sample,treat,Order,feed,name,length
ARDO,ARDO10,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO10,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO10,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO10,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO10,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO10,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO10,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO10,C,COLE,herb,COLEOPTERA,2.5
ARDO,ARDO10,C,HETE,omni,HETEROPTERA,2
ARDO,ARDO10,C,HETE,omni,HETEROPTERA,2
ARDO,ARDO10,C,HYME,pred,HYMENOPTERA,2.5
ARDO,ARDO10,C,HYME,pred,HYMENOPTERA,2.5
ARDO,ARDO10,C,HYME,pred,HYMENOPTERA,2.5
ARDO,ARDO10,C,ORTH,herb,ORTHOPTERA,3
ARDO,ARDO10,C,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO11,C,ARAN,pred,ARANEAE,2
ARDO,ARDO11,C,ARAN,pred,ARANEAE,2
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,1
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO11,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO11,C,COLE,herb,COLEOPTERA,1
ARDO,ARDO11,C,COLE,herb,COLEOPTERA,2
ARDO,ARDO11,C,COLE,herb,COLEOPTERA,3
ARDO,ARDO11,C,COLE,herb,COLEOPTERA,3
ARDO,ARDO11,C,COLE,herb,COLEOPTERA,2.5
ARDO,ARDO11,C,DIPT,herb,DIPTERA,2
ARDO,ARDO11,C,HYME,pred,HYMENOPTERA,2.5
ARDO,ARDO11,C,HYME,pred,HYMENOPTERA,3
ARDO,ARDO11,C,ISOP,herb,ISOPODA,3
ARDO,ARDO11,C,ISOP,herb,ISOPODA,3
ARDO,ARDO11,C,ISOP,herb,ISOPODA,3.5
ARDO,ARDO11,C,LEPI,herb,LEPIDOPTERA,3
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,2
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,2
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,2
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,2
ARDO,ARDO12,T,AUCH,herb,AUCHENORRHYNCHA,4.5
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,2
ARDO,ARDO12,T,COLE,herb,COLEOPTERA,1
ARDO,ARDO12,T,COLE,herb,NA,1.5
ARDO,ARDO12,T,COLE,herb,NA,1.5
ARDO,ARDO12,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO12,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO12,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO12,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO12,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,1.5
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,2
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,2
ARDO,ARDO12,T,HETE,omni,HETEROPTERA,2.5
ARDO,ARDO13,C,AUCH,herb,AUCHENORRHYNCHA,1
ARDO,ARDO13,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO13,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO13,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO13,C,COLE,herb,COLEOPTERA,0.5
ARDO,ARDO13,C,COLE,herb,COLEOPTERA,0.5
ARDO,ARDO13,C,COLE,herb,COLEOPTERA,2
ARDO,ARDO13,C,COLE,herb,COLEOPTERA,2
ARDO,ARDO13,C,COLE,herb,COLEOPTERA,2.5
ARDO,ARDO13,C,COLE,herb,COLEOPTERA,3.5
ARDO,ARDO13,C,COLE,herb,COLEOPTERA,4
ARDO,ARDO13,C,COLE,herb,COLEOPTERA,2.5
ARDO,ARDO13,C,HETE,omni,HETEROPTERA,1
ARDO,ARDO13,C,HETE,omni,HETEROPTERA,2
ARDO,ARDO13,C,HETE,omni,HETEROPTERA,2
ARDO,ARDO13,C,HETE,omni,HETEROPTERA,3.5
ARDO,ARDO13,C,HETE,omni,HETEROPTERA,2
ARDO,ARDO13,C,HYME,pred,HYMENOPTERA,1.5
ARDO,ARDO13,C,HYME,pred,HYMENOPTERA,2
ARDO,ARDO13,C,HETE,omni,HETEROPTERA,2
ARDO,ARDO13,C,LEPI,herb,LEPIDOPTERA,3
ARDO,ARDO3,T,ARAN,pred,ARANEAE,2
ARDO,ARDO3,T,ARAN,pred,ARANEAE,2.5
ARDO,ARDO3,T,ARAN,pred,ARANEAE,3
ARDO,ARDO3,T,ARAN,pred,ARANEAE,3
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO3,T,HETE,omni,HETEROPTERA,3
ARDO,ARDO3,T,HETE,omni,HETEROPTERA,3
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,4
ARDO,ARDO3,T,AUCH,herb,AUCHENORRHYNCHA,4
ARDO,ARDO3,T,HETE,omni,HETEROPTERA,1.5
ARDO,ARDO3,T,HETE,omni,HETEROPTERA,2
ARDO,ARDO3,T,HETE,omni,HETEROPTERA,2.5
ARDO,ARDO3,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO3,T,COLE,herb,COLEOPTERA,3.5
ARDO,ARDO3,T,COLE,herb,COLEOPTERA,4
ARDO,ARDO3,T,HETE,omni,HETEROPTERA,4
ARDO,ARDO3,T,HETE,omni,HETEROPTERA,4
ARDO,ARDO3,T,COLE,herb,COLEOPTERA,6
ARDO,ARDO3,T,COLE,herb,COLEOPTERA,7.5
ARDO,ARDO3,T,DIPT,herb,DIPTERA,2
ARDO,ARDO3,T,DIPT,herb,DIPTERA,2
ARDO,ARDO3,T,DIPT,herb,DIPTERA,2.5
ARDO,ARDO3,T,DIPT,herb,DIPTERA,3
ARDO,ARDO3,T,DIPT,herb,DIPTERA,3
ARDO,ARDO3,T,DIPT,herb,DIPTERA,5
ARDO,ARDO3,T,HYME,pred,HYMENOPTERA,2
ARDO,ARDO3,T,LEPI,herb,LEPIDOPTERA,2.5
ARDO,ARDO3,T,LEPI,herb,LEPIDOPTERA,3
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,2.5
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,2.5
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,3.5
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,2.5
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,2.5
ARDO,ARDO3,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO4,T,ARAN,pred,ARANEAE,2
ARDO,ARDO4,T,ARAN,pred,ARANEAE,3
ARDO,ARDO4,T,ARAN,pred,ARANEAE,8
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,3.5
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,3.5
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,5
ARDO,ARDO4,T,AUCH,herb,AUCHENORRHYNCHA,5
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,0.5
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,1
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,1.5
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,2
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,2
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,2.5
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO4,T,COLE,herb,COLEOPTERA,3
ARDO,ARDO4,T,DIPT,herb,DIPTERA,1.5
ARDO,ARDO4,T,LEPI,herb,LEPIDOPTERA,3
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,3
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,3
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,3
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,3
ARDO,ARDO4,T,STER,herb,STERNORRHYNCHA,3.5
ARDO,ARDO5,T,ARCH,herb,ARCHAEOGNATHA,6
ARDO,ARDO5,T,COLE,herb,COLEOPTERA,3.5
ARDO,ARDO5,T,COLE,herb,COLEOPTERA,3.5
ARDO,ARDO5,T,COLE,herb,COLEOPTERA,3.5
ARDO,ARDO5,T,COLE,herb,COLEOPTERA,3.5
ARDO,ARDO5,T,DIPT,herb,DIPTERA,1.5
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO5,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO6,T,ARAN,pred,ARANEAE,2.5
ARDO,ARDO6,T,ARAN,pred,ARANEAE,3
ARDO,ARDO6,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO6,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO6,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO6,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO6,T,COLE,herb,COLEOPTERA,3.5
ARDO,ARDO6,T,HYME,pred,HYMENOPTERA,1.5
ARDO,ARDO6,T,HYME,pred,HYMENOPTERA,2
ARDO,ARDO6,T,HYME,pred,HYMENOPTERA,2
ARDO,ARDO6,T,HYME,pred,HYMENOPTERA,3.5
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,2.5
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,2.5
ARDO,ARDO6,T,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO7,T,ACAR,pred,ACARINA,0.5
ARDO,ARDO7,T,ARAN,pred,ARANEAE,3
ARDO,ARDO7,T,ARAN,pred,ARANEAE,7.5
ARDO,ARDO7,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO7,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO7,T,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO7,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO7,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO7,T,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO7,T,DIPT,herb,DIPTERA,2
ARDO,ARDO7,T,HETE,omni,HETEROPTERA,4.5
ARDO,ARDO7,T,STER,herb,STERNORRHYNCHA,1
ARDO,ARDO7,T,STER,herb,STERNORRHYNCHA,2.5
ARDO,ARDO7,T,THYS,herb,THYSANURA,7
ARDO,ARDO8,C,ARAN,pred,ARANEAE,1.5
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,1
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,1
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,2
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,3.5
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,4
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,4.5
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,5
ARDO,ARDO8,C,AUCH,herb,AUCHENORRHYNCHA,5
ARDO,ARDO8,C,COLE,herb,COLEOPTERA,1
ARDO,ARDO8,C,COLE,herb,COLEOPTERA,2
ARDO,ARDO8,C,COLE,herb,COLEOPTERA,2
ARDO,ARDO8,C,COLE,herb,COLEOPTERA,2.5
ARDO,ARDO8,C,COLE,herb,COLEOPTERA,3
ARDO,ARDO8,C,COLE,herb,COLEOPTERA,3
ARDO,ARDO8,C,HETE,omni,HETEROPTERA,1
ARDO,ARDO9,C,ARAN,pred,ARANEAE,2
ARDO,ARDO9,C,AUCH,herb,AUCHENORRHYNCHA,0.5
ARDO,ARDO9,C,AUCH,herb,AUCHENORRHYNCHA,1
ARDO,ARDO9,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO9,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO9,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO9,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO9,C,AUCH,herb,AUCHENORRHYNCHA,3
ARDO,ARDO9,C,DIPT,herb,DIPTERA,1
ARDO,ARDO9,C,DIPT,herb,DIPTERA,1.5
ARDO,ARDO9,C,DIPT,herb,DIPTERA,2
ARDO,ARDO9,C,DIPT,herb,DIPTERA,2
ARDO,ARDO9,C,HYME,pred,HYMENOPTERA,4
ARDO,ARDO9,C,HYME,pred,HYMENOPTERA,5
ARDO,ARDO9,C,HYME,pred,HYMENOPTERA,6.5
ARDO,ARDO9,C,PSOC,herb,PSOCOPTERA,2
ARDO,ARDO9,C,PSOC,herb,PSOCOPTERA,2
ARDO,ARDO9,C,PSOC,herb,PSOCOPTERA,2
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,1.5
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO9,C,STER,herb,STERNORRHYNCHA,2
ARDO,ARDO9,C,THYS,herb,THYSANURA,6.5
ENCA,ENCA1,T,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA1,T,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA1,T,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA1,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA1,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA1,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA1,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA1,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA1,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA1,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA1,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA1,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA1,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA1,T,DIPT,herb,DIPTERA,1.5
ENCA,ENCA1,T,DIPT,herb,DIPTERA,1.5
ENCA,ENCA1,T,DIPT,herb,DIPTERA,1.5
ENCA,ENCA1,T,DIPT,herb,DIPTERA,1.5
ENCA,ENCA1,T,HYME,pred,HYMENOPTERA,2.5
ENCA,ENCA1,T,HYME,pred,HYMENOPTERA,3
ENCA,ENCA1,T,HYME,pred,HYMENOPTERA,3
ENCA,ENCA1,T,HYME,pred,HYMENOPTERA,5.5
ENCA,ENCA10,C,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA10,C,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA10,C,COLE,herb,COLEOPTERA,2
ENCA,ENCA10,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA10,C,PSOC,herb,PSOCOPTERA,2
ENCA,ENCA10,C,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,1
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,1
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,1
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,1
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,1
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,1
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,2
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,2
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA11,C,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA11,C,HYME,pred,HYMENOPTERA,2
ENCA,ENCA12,T,ARAN,pred,ARANEAE,5.5
ENCA,ENCA12,T,HYME,pred,HYMENOPTERA,3
ENCA,ENCA12,T,HYME,pred,HYMENOPTERA,6
ENCA,ENCA12,T,LEPI,herb,LEPIDOPTERA,2
ENCA,ENCA12,T,ORTH,herb,ORTHOPTERA,3
ENCA,ENCA12,T,ORTH,herb,ORTHOPTERA,3.5
ENCA,ENCA12,T,ORTH,herb,ORTHOPTERA,4
ENCA,ENCA12,T,ORTH,herb,ORTHOPTERA,4.5
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,2
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,2
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,2
ENCA,ENCA12,T,STER,herb,STERNORRHYNCHA,2
ENCA,ENCA14,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA14,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA14,T,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA14,T,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA14,T,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA14,T,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA14,T,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA2,C,ARAN,pred,ARANEAE,1.5
ENCA,ENCA2,C,ARAN,pred,ARANEAE,2
ENCA,ENCA2,C,ARAN,pred,ARANEAE,2
ENCA,ENCA2,C,ARAN,pred,ARANEAE,2
ENCA,ENCA2,C,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA2,C,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA2,C,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA2,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ENCA,ENCA2,C,AUCH,herb,COLEOPTERA,1.5
ENCA,ENCA2,C,AUCH,herb,COLEOPTERA,1.5
ENCA,ENCA2,C,AUCH,herb,COLEOPTERA,2
ENCA,ENCA2,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA2,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA2,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA2,C,AUCH,herb,COLEOPTERA,3
ENCA,ENCA2,C,AUCH,herb,COLEOPTERA,3.5
ENCA,ENCA2,C,HETE,omni,HETEROPTERA,3
ENCA,ENCA2,C,HYME,pred,HYMENOPTERA,4
ENCA,ENCA3,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ENCA,ENCA3,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA3,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA3,T,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,1
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,2
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,2
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,2
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA3,T,COLE,herb,COLEOPTERA,6.5
ENCA,ENCA3,T,HETE,omni,HETEROPTERA,1
ENCA,ENCA3,T,HETE,omni,HETEROPTERA,1
ENCA,ENCA3,T,HETE,omni,HETEROPTERA,1
ENCA,ENCA3,T,HYME,pred,HYMENOPTERA,4.5
ENCA,ENCA3,T,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA3,T,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA3,T,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA3,T,STER,herb,STERNORRHYNCHA,2
