"species","Sample","treat","Order","feed","name","length","Taxa","a","b","biomass"
"SAAP","SAAP10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP11","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP11","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP11","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP11","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP11","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP11","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP11","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP12","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP12","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP12","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP15","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP15","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP2","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP2","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP2","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP2","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP2","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP3","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP3","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP4","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP5","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP5","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP5","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP6","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP6","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP6","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP6","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP6","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP7","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP7","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP9","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP9","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP9","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP9","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP9","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAAP","SAAP9","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME1","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME10","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME11","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME11","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME12","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME12","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME12","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME14","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME2","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME3","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME3","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME6","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME7","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME7","T","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"SAME","SAME8","C","AUCH","herb","AUCHENORRHYNCHA",2,"AUCHENORRHYNCHA",0.0548,2.354,0.280159380414109
"ARCA","ARCA1","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA1","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA11","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA11","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA11","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA11","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA14","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA2","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA7","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA7","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA9","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA9","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARCA","ARCA9","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO1","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO1","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO1","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO10","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO10","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO10","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO10","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO11","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO11","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO11","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO11","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO13","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ARDO","ARDO8","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA14","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA14","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA5","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA5","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ENCA","ENCA9","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA1","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA1","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA1","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA1","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA11","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA13","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA5","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERFA","ERFA8","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA1","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA10","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA10","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA10","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA3","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA4","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA5","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA5","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA5","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA5","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA6","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA6","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA7","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA7","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA7","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA8","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA8","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA8","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA8","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ERPA","ERPA8","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ISME","ISME1","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ISME","ISME1","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ISME","ISME12","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ISME","ISME4","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ISME","ISME6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ISME","ISME6","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"ISME","ISME8","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL10","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL11","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL11","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL12","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL13","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL13","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL13","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL13","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL13","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL13","T","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
"LUAL","LUAL2","C","AUCH","herb","AUCHENORRHYNCHA",2.5,"AUCHENORRHYNCHA",0.0548,2.354,0.473730491561011
