"species","sample","treat","stem_count","diameter_total","stem_density","plant_g","plant_total_mg","plant_total_abun","herb_mg","herb_abun","omni_mg","omni_abun","pred_mg","pred_abun","iph_mg","iph_abun","iph_mg_omni","iph_abun_omni","plant_total_mg_dens","plant_total_abun_dens","herb_mg_dens","herb_abun_dens","omni_mg_dens","omni_abun_dens","pred_mg_dens","pred_abun_dens"
"LUAL","LUAL9","C",5,2.73,1.831501832,821.47,10.9788566207137,28,10.368279831052,27,0,0,0.610576789661687,1,0.0588889188574049,0.037037037037037,0.0588889188574049,0.037037037037037,0.0133648905263901,0.0340852374401987,0.0126216171388511,0.0328679075316201,0,0,0.00074327338753903,0.00121732990857852
"SAAP","SAAP1","T",12,2.94,4.081632653,1433.7,47.6742041171291,37,23.8779855754772,31,0,0,23.7962185416519,6,0.996575630990023,0.193548387096774,0.996575630990023,0.193548387096774,0.033252566169442,0.0258073516077283,0.0166547991738001,0.0216223756713399,0,0,0.0165977669956419,0.00418497593638837
"SAAP","SAAP10","T",13,3.63,3.581267218,1529.28,33.6402441156471,73,28.7496428907105,69,0,0,4.8906012249366,4,0.170109981662306,0.0579710144927536,0.170109981662306,0.0579710144927536,0.0219974393934708,0.0477348817744298,0.018799463074591,0.0451192718141871,0,0,0.00319797631887986,0.00261560996024273
"SAAP","SAAP11","T",10,3.06,3.267973856,1146.96,49.8118738621084,46,49.4584004993668,45,0,0,0.353473362741615,1,0.0071468822115697,0.0222222222222222,0.0071468822115697,0.0222222222222222,0.0434294778040284,0.0401060193903885,0.0431212949879393,0.0392341494036409,0,0,0.000308182816089153,0.000871869986747576
"SAAP","SAAP12","C",8,3.78,2.116402116,860.22,10.4566038345282,21,9.94390141292523,20,0,0,0.512702421602929,1,0.0515594835781971,0.05,0.0515594835781971,0.05,0.0121557320621796,0.0244123596289321,0.0115597189241418,0.0232498663132687,0,0,0.000596013138037861,0.00116249331566343
"SAAP","SAAP15","T",8,3.39,2.359882006,764.64,40.9058952658257,38,17.6739473068275,25,0.10141161134269,1,23.1305363476556,12,1.30873629677057,0.48,1.30126972142381,0.461538461538462,0.0534969335449698,0.0496965892446118,0.0231140763062715,0.0326951245030341,0.000132626610356102,0.00130780498012136,0.0302502306283422,0.0156936597614564
"SAAP","SAAP2","C",7,3.21,2.180685358,764.64,16.9438652877483,38,14.617779135258,35,0,0,2.32608615249033,3,0.159127192370818,0.0857142857142857,0.159127192370818,0.0857142857142857,0.0221592714058227,0.0496965892446118,0.0191172043514045,0.0457731743042478,0,0,0.00304206705441819,0.00392341494036409
"SAAP","SAAP3","T",11,4.32,2.546296296,1146.96,64.3143305807237,52,29.9842122211435,34,1.3411322612949,3,32.9889860982852,15,1.10021186666438,0.441176470588235,1.05310848590283,0.405405405405405,0.0560737345510948,0.045337239310874,0.0261423347118849,0.0296435795494176,0.00116929296688193,0.00261560996024273,0.0287621068723279,0.0130780498012136
"SAAP","SAAP4","C",13,3.27,3.975535168,1624.86,20.2129359360913,37,15.7437155238912,34,0,0,4.4692204122001,3,0.283873295691733,0.0882352941176471,0.283873295691733,0.0882352941176471,0.0124398015435738,0.0227711925950543,0.00968927509071012,0.0209248796819418,0,0,0.00275052645286369,0.00184631291311251
"SAAP","SAAP5","T",6,3.03,1.98019802,716.85,7.73792666783051,19,5.76020342844762,10,1.97772323938289,9,0,0,0,0,0,0,0.0107943456341362,0.0265048475971263,0.00803543757891835,0.0139499197879612,0.00275890805521782,0.0125549278091651,0,0
"SAAP","SAAP6","C",9,3.12,2.884615385,1146.96,14.4242764293367,31,12.6408402821876,27,0.219747026598099,1,1.56368912055095,3,0.123701358900513,0.111111111111111,0.12158769137104,0.107142857142857,0.0125760936992892,0.0270279695891749,0.0110211692493092,0.0235404896421846,0.000191590837167904,0.000871869986747576,0.00136333361281209,0.00261560996024273
"SAAP","SAAP7","T",11,3.33,3.303303303,860.22,36.8096697625107,33,26.848854677421,27,0,0,9.96081508508965,6,0.370995902982274,0.222222222222222,0.370995902982274,0.222222222222222,0.0427909950506971,0.0383622794168934,0.0312116140957209,0.0313873195229127,0,0,0.0115793809549762,0.00697495989398061
"SAAP","SAAP8","C",5,2.73,1.831501832,573.48,3.03656557819662,6,3.03656557819662,6,0,0,0,0,0,0,0,0,0.00529498078084087,0.0104624398409709,0.00529498078084087,0.0104624398409709,0,0,0,0
"SAAP","SAAP9","T",6,3.66,1.639344262,955.8,23.6032895073197,22,22.2840802710502,21,0,0,1.31920923626954,1,0.0591996268288155,0.0476190476190476,0.0591996268288155,0.0476190476190476,0.0246947996519352,0.023017367650136,0.0233145849247229,0.0219711236660389,0,0,0.00138021472721232,0.00104624398409709
"SAME","SAME1","T",5,2.4,2.083333333,376.5,12.9298011480074,12,10.5511009103097,10,0,0,2.37870023769775,2,0.225445691204932,0.2,0.225445691204932,0.2,0.0343421013227288,0.0318725099601594,0.0280241724045409,0.0265604249667995,0,0,0.00631792891818791,0.00531208499335989
"SAME","SAME10","T",4,3.93,1.017811705,502,10.4188458242445,24,1.7442992631501,15,0.659241079794297,3,8.01530548130009,6,4.5951435345016,0.4,3.33479132348623,0.333333333333333,0.0207546729566623,0.047808764940239,0.00347469972739064,0.0298804780876494,0.00131322924261812,0.00597609561752988,0.0159667439866536,0.0119521912350598
"SAME","SAME11","C",17,4.92,3.455284553,753,7.38196920950324,13,5.27705219197804,8,0.659241079794297,3,1.44567593773091,2,0.273955209298208,0.25,0.24353175821101,0.181818181818182,0.00980341196481174,0.0172642762284197,0.00700803743954586,0.0106241699867198,0.000875486161745414,0.00398406374501992,0.00191988836352046,0.00265604249667995
"SAME","SAME12","T",7,2.55,2.745098039,502,12.5263223880804,27,7.93005442961251,17,1.03101412171576,7,3.56525383675211,3,0.44958756190105,0.176470588235294,0.397860346266812,0.125,0.0249528334423912,0.0537848605577689,0.0157969211745269,0.0338645418326693,0.00205381299146565,0.0139442231075697,0.00710209927639862,0.00597609561752988
"SAME","SAME14","T",14,2.01,6.965174129,376.5,22.2161895563593,19,10.8698852720034,14,0,0,11.3463042843559,5,1.04382925858284,0.357142857142857,1.04382925858284,0.357142857142857,0.0590071435759875,0.050464807436919,0.0288708772164765,0.0371845949535193,0,0,0.030136266359511,0.0132802124833997
"SAME","SAME2","C",6,3.57,1.680672269,627.5,4.30488536862673,10,3.68480927696436,8,0.620076091662368,2,0,0,0,0,0,0,0.00686037508944499,0.0159362549800797,0.00587220601906671,0.0127490039840637,0.000988169070378276,0.00318725099601594,0,0
"SAME","SAME3","T",14,2.82,4.964539007,502,12.028565930133,17,4.94460414171807,12,0.219747026598099,1,6.86421476181688,4,1.38822331678746,0.333333333333333,1.32915337050074,0.307692307692308,0.0239612867134124,0.0338645418326693,0.00984980904724715,0.0239043824701195,0.000437743080872707,0.00199203187250996,0.0136737345852926,0.00796812749003984
"SAME","SAME4","T",7,4.83,1.449275362,627.5,23.7282527483364,42,8.40689413731115,25,5.96984700975323,11,9.35151160127204,6,1.11236224086236,0.24,0.650461151495487,0.166666666666667,0.0378139486029266,0.0669322709163347,0.0133974408562727,0.0398406374501992,0.00951370041394937,0.0175298804780877,0.0149028073327044,0.00956175298804781
"SAME","SAME5","T",35,3.63,9.641873278,313.75,9.59679324145713,24,7.20203998085995,21,0.219747026598099,1,2.17500623399908,2,0.301998633689808,0.0952380952380952,0.293056945963748,0.0909090909090909,0.0305873888173932,0.0764940239043825,0.0229547091023425,0.0669322709163347,0.000700388929396332,0.00318725099601594,0.00693229078565444,0.00637450199203187
"SAME","SAME6","C",18,2.82,6.382978723,439.25,14.3979319650322,16,13.6430042230421,14,0.754927741990142,2,0,0,0,0,0,0,0.0327784449972276,0.0364257256687536,0.0310597705703861,0.0318725099601594,0.00171867442684153,0.00455321570859419,0,0
"SAME","SAME7","T",8,4.65,1.720430108,439.25,5.62868876769037,14,4.0851384619007,12,0,0,1.54355030578967,2,0.37784528485027,0.166666666666667,0.37784528485027,0.166666666666667,0.0128143170579177,0.0318725099601594,0.00930025830825431,0.0273192942515652,0,0,0.00351405874966344,0.00455321570859419
"SAME","SAME8","C",6,2.22,2.702702703,NA,3.39164096763521,12,3.39164096763521,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"SAME","SAME9","C",9,3.51,2.564102564,439.25,5.64428323891837,9,5.64428323891837,9,0,0,0,0,0,0,0,0,0.012849819553599,0.0204894706886739,0.012849819553599,0.0204894706886739,0,0,0,0
